ontology_area_id,atlas_id,axis,atlas_label,normalized_label,side,lobe_or_group,hosts,taro_present,runtime_scope,wiki_target_slug,coverage_class,scope_reason,duplicate_status,canonical_slug,evidence_source,review_status,reviewed_at
destrieux:lat_fis-ant-vertical:r,destrieux,macro,Lat_Fis-ant-Vertical · R,lat-fis-ant-vertical,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_central:l,destrieux,macro,S_central · L,s-central,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_central:r,destrieux,macro,S_central · R,s-central,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_front_inf:l,destrieux,macro,S_front_inf · L,s-front-inf,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_front_inf:r,destrieux,macro,S_front_inf · R,s-front-inf,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_front_middle:l,destrieux,macro,S_front_middle · L,s-front-middle,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_front_middle:r,destrieux,macro,S_front_middle · R,s-front-middle,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_front_sup:l,destrieux,macro,S_front_sup · L,s-front-sup,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_front_sup:r,destrieux,macro,S_front_sup · R,s-front-sup,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_orbital_lateral:l,destrieux,macro,S_orbital_lateral · L,s-orbital-lateral,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_orbital_lateral:r,destrieux,macro,S_orbital_lateral · R,s-orbital-lateral,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_orbital_med-olfact:l,destrieux,macro,S_orbital_med-olfact · L,s-orbital-med-olfact,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_orbital_med-olfact:r,destrieux,macro,S_orbital_med-olfact · R,s-orbital-med-olfact,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_orbital-h_shaped:l,destrieux,macro,S_orbital-H_Shaped · L,s-orbital-h-shaped,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_orbital-h_shaped:r,destrieux,macro,S_orbital-H_Shaped · R,s-orbital-h-shaped,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_precentral-inf-part:l,destrieux,macro,S_precentral-inf-part · L,s-precentral-inf-part,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_precentral-inf-part:r,destrieux,macro,S_precentral-inf-part · R,s-precentral-inf-part,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_precentral-sup-part:l,destrieux,macro,S_precentral-sup-part · L,s-precentral-sup-part,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_precentral-sup-part:r,destrieux,macro,S_precentral-sup-part · R,s-precentral-sup-part,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_suborbital:l,destrieux,macro,S_suborbital · L,s-suborbital,L,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_suborbital:r,destrieux,macro,S_suborbital · R,s-suborbital,R,frontal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_ins_lg_and_s_cent_ins:l,destrieux,macro,G_Ins_lg_and_S_cent_ins · L,g-ins-lg-and-s-cent-ins,L,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_ins_lg_and_s_cent_ins:r,destrieux,macro,G_Ins_lg_and_S_cent_ins · R,g-ins-lg-and-s-cent-ins,R,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_insular_short:l,destrieux,macro,G_insular_short · L,g-insular-short,L,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_insular_short:r,destrieux,macro,G_insular_short · R,g-insular-short,R,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_circular_insula_ant:l,destrieux,macro,S_circular_insula_ant · L,s-circular-insula-ant,L,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_circular_insula_ant:r,destrieux,macro,S_circular_insula_ant · R,s-circular-insula-ant,R,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_circular_insula_inf:l,destrieux,macro,S_circular_insula_inf · L,s-circular-insula-inf,L,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_circular_insula_inf:r,destrieux,macro,S_circular_insula_inf · R,s-circular-insula-inf,R,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_circular_insula_sup:l,destrieux,macro,S_circular_insula_sup · L,s-circular-insula-sup,L,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_circular_insula_sup:r,destrieux,macro,S_circular_insula_sup · R,s-circular-insula-sup,R,insula,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_and_s_cingul-ant:l,destrieux,macro,G_and_S_cingul-Ant · L,g-and-s-cingul-ant,L,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_and_s_cingul-ant:r,destrieux,macro,G_and_S_cingul-Ant · R,g-and-s-cingul-ant,R,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_and_s_cingul-mid-ant:l,destrieux,macro,G_and_S_cingul-Mid-Ant · L,g-and-s-cingul-mid-ant,L,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_and_s_cingul-mid-ant:r,destrieux,macro,G_and_S_cingul-Mid-Ant · R,g-and-s-cingul-mid-ant,R,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_and_s_cingul-mid-post:l,destrieux,macro,G_and_S_cingul-Mid-Post · L,g-and-s-cingul-mid-post,L,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_and_s_cingul-mid-post:r,destrieux,macro,G_and_S_cingul-Mid-Post · R,g-and-s-cingul-mid-post,R,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_cingul-post-dorsal:l,destrieux,macro,G_cingul-Post-dorsal · L,g-cingul-post-dorsal,L,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_cingul-post-dorsal:r,destrieux,macro,G_cingul-Post-dorsal · R,g-cingul-post-dorsal,R,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_cingul-post-ventral:l,destrieux,macro,G_cingul-Post-ventral · L,g-cingul-post-ventral,L,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_cingul-post-ventral:r,destrieux,macro,G_cingul-Post-ventral · R,g-cingul-post-ventral,R,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_pericallosal:l,destrieux,macro,S_pericallosal · L,s-pericallosal,L,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_pericallosal:r,destrieux,macro,S_pericallosal · R,s-pericallosal,R,limbic,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_and_s_occipital_inf:l,destrieux,macro,G_and_S_occipital_inf · L,g-and-s-occipital-inf,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_and_s_occipital_inf:r,destrieux,macro,G_and_S_occipital_inf · R,g-and-s-occipital-inf,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_cuneus:l,destrieux,macro,G_cuneus · L,g-cuneus,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_cuneus:r,destrieux,macro,G_cuneus · R,g-cuneus,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_occipital_middle:l,destrieux,macro,G_occipital_middle · L,g-occipital-middle,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_occipital_middle:r,destrieux,macro,G_occipital_middle · R,g-occipital-middle,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_occipital_sup:l,destrieux,macro,G_occipital_sup · L,g-occipital-sup,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_occipital_sup:r,destrieux,macro,G_occipital_sup · R,g-occipital-sup,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:pole_occipital:l,destrieux,macro,Pole_occipital · L,pole-occipital,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:pole_occipital:r,destrieux,macro,Pole_occipital · R,pole-occipital,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_calcarine:l,destrieux,macro,S_calcarine · L,s-calcarine,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_calcarine:r,destrieux,macro,S_calcarine · R,s-calcarine,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_oc_middle_and_lunatus:l,destrieux,macro,S_oc_middle_and_Lunatus · L,s-oc-middle-and-lunatus,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_oc_middle_and_lunatus:r,destrieux,macro,S_oc_middle_and_Lunatus · R,s-oc-middle-and-lunatus,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_oc_sup_and_transversal:l,destrieux,macro,S_oc_sup_and_transversal · L,s-oc-sup-and-transversal,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_oc_sup_and_transversal:r,destrieux,macro,S_oc_sup_and_transversal · R,s-oc-sup-and-transversal,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_occipital_ant:l,destrieux,macro,S_occipital_ant · L,s-occipital-ant,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_occipital_ant:r,destrieux,macro,S_occipital_ant · R,s-occipital-ant,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_parieto_occipital:l,destrieux,macro,S_parieto_occipital · L,s-parieto-occipital,L,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_parieto_occipital:r,destrieux,macro,S_parieto_occipital · R,s-parieto-occipital,R,occipital,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_pariet_inf-angular:l,destrieux,macro,G_pariet_inf-Angular · L,g-pariet-inf-angular,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_pariet_inf-angular:r,destrieux,macro,G_pariet_inf-Angular · R,g-pariet-inf-angular,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_pariet_inf-supramar:l,destrieux,macro,G_pariet_inf-Supramar · L,g-pariet-inf-supramar,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_pariet_inf-supramar:r,destrieux,macro,G_pariet_inf-Supramar · R,g-pariet-inf-supramar,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_parietal_sup:l,destrieux,macro,G_parietal_sup · L,g-parietal-sup,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_parietal_sup:r,destrieux,macro,G_parietal_sup · R,g-parietal-sup,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_postcentral:l,destrieux,macro,G_postcentral · L,g-postcentral,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_postcentral:r,destrieux,macro,G_postcentral · R,g-postcentral,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_precuneus:l,destrieux,macro,G_precuneus · L,g-precuneus,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_precuneus:r,destrieux,macro,G_precuneus · R,g-precuneus,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_cingul-marginalis:l,destrieux,macro,S_cingul-Marginalis · L,s-cingul-marginalis,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_cingul-marginalis:r,destrieux,macro,S_cingul-Marginalis · R,s-cingul-marginalis,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_interm_prim-jensen:l,destrieux,macro,S_interm_prim-Jensen · L,s-interm-prim-jensen,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_interm_prim-jensen:r,destrieux,macro,S_interm_prim-Jensen · R,s-interm-prim-jensen,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_intrapariet_and_p_trans:l,destrieux,macro,S_intrapariet_and_P_trans · L,s-intrapariet-and-p-trans,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_intrapariet_and_p_trans:r,destrieux,macro,S_intrapariet_and_P_trans · R,s-intrapariet-and-p-trans,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_postcentral:l,destrieux,macro,S_postcentral · L,s-postcentral,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_postcentral:r,destrieux,macro,S_postcentral · R,s-postcentral,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_subparietal:l,destrieux,macro,S_subparietal · L,s-subparietal,L,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_subparietal:r,destrieux,macro,S_subparietal · R,s-subparietal,R,parietal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_oc-temp_lat-fusifor:l,destrieux,macro,G_oc-temp_lat-fusifor · L,g-oc-temp-lat-fusifor,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_oc-temp_lat-fusifor:r,destrieux,macro,G_oc-temp_lat-fusifor · R,g-oc-temp-lat-fusifor,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_oc-temp_med-lingual:l,destrieux,macro,G_oc-temp_med-Lingual · L,g-oc-temp-med-lingual,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_oc-temp_med-lingual:r,destrieux,macro,G_oc-temp_med-Lingual · R,g-oc-temp-med-lingual,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_oc-temp_med-parahip:l,destrieux,macro,G_oc-temp_med-Parahip · L,g-oc-temp-med-parahip,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_oc-temp_med-parahip:r,destrieux,macro,G_oc-temp_med-Parahip · R,g-oc-temp-med-parahip,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temp_sup-g_t_transv:l,destrieux,macro,G_temp_sup-G_T_transv · L,g-temp-sup-g-t-transv,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temp_sup-g_t_transv:r,destrieux,macro,G_temp_sup-G_T_transv · R,g-temp-sup-g-t-transv,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temp_sup-lateral:l,destrieux,macro,G_temp_sup-Lateral · L,g-temp-sup-lateral,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temp_sup-lateral:r,destrieux,macro,G_temp_sup-Lateral · R,g-temp-sup-lateral,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temp_sup-plan_polar:l,destrieux,macro,G_temp_sup-Plan_polar · L,g-temp-sup-plan-polar,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temp_sup-plan_polar:r,destrieux,macro,G_temp_sup-Plan_polar · R,g-temp-sup-plan-polar,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temp_sup-plan_tempo:l,destrieux,macro,G_temp_sup-Plan_tempo · L,g-temp-sup-plan-tempo,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temp_sup-plan_tempo:r,destrieux,macro,G_temp_sup-Plan_tempo · R,g-temp-sup-plan-tempo,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temporal_inf:l,destrieux,macro,G_temporal_inf · L,g-temporal-inf,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temporal_inf:r,destrieux,macro,G_temporal_inf · R,g-temporal-inf,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temporal_middle:l,destrieux,macro,G_temporal_middle · L,g-temporal-middle,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:g_temporal_middle:r,destrieux,macro,G_temporal_middle · R,g-temporal-middle,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:lat_fis-post:l,destrieux,macro,Lat_Fis-post · L,lat-fis-post,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:lat_fis-post:r,destrieux,macro,Lat_Fis-post · R,lat-fis-post,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:pole_temporal:l,destrieux,macro,Pole_temporal · L,pole-temporal,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
