ontology_area_id,atlas_id,axis,atlas_label,normalized_label,side,lobe_or_group,hosts,taro_present,runtime_scope,wiki_target_slug,coverage_class,scope_reason,duplicate_status,canonical_slug,evidence_source,review_status,reviewed_at
destrieux:pole_temporal:r,destrieux,macro,Pole_temporal · R,pole-temporal,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_collat_transv_ant:l,destrieux,macro,S_collat_transv_ant · L,s-collat-transv-ant,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_collat_transv_ant:r,destrieux,macro,S_collat_transv_ant · R,s-collat-transv-ant,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_collat_transv_post:l,destrieux,macro,S_collat_transv_post · L,s-collat-transv-post,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_collat_transv_post:r,destrieux,macro,S_collat_transv_post · R,s-collat-transv-post,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_oc-temp_lat:l,destrieux,macro,S_oc-temp_lat · L,s-oc-temp-lat,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_oc-temp_lat:r,destrieux,macro,S_oc-temp_lat · R,s-oc-temp-lat,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_oc-temp_med_and_lingual:l,destrieux,macro,S_oc-temp_med_and_Lingual · L,s-oc-temp-med-and-lingual,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_oc-temp_med_and_lingual:r,destrieux,macro,S_oc-temp_med_and_Lingual · R,s-oc-temp-med-and-lingual,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_temporal_inf:l,destrieux,macro,S_temporal_inf · L,s-temporal-inf,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_temporal_inf:r,destrieux,macro,S_temporal_inf · R,s-temporal-inf,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_temporal_sup:l,destrieux,macro,S_temporal_sup · L,s-temporal-sup,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_temporal_sup:r,destrieux,macro,S_temporal_sup · R,s-temporal-sup,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_temporal_transverse:l,destrieux,macro,S_temporal_transverse · L,s-temporal-transverse,L,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
destrieux:s_temporal_transverse:r,destrieux,macro,S_temporal_transverse · R,s-temporal-transverse,R,temporal,,false,fsaverage,destrieux-atlas,atlas_overview,machine_match_current_worktree,needs_manual_review,destrieux-atlas,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-44:l,julich,cyto,Area 44 (IFG) · L,area-44-ifg,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-44:r,julich,cyto,Area 44 (IFG) · R,area-44-ifg,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-45:l,julich,cyto,Area 45 (IFG) · L,area-45-ifg,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-45:r,julich,cyto,Area 45 (IFG) · R,area-45-ifg,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-4a:l,julich,cyto,Area 4a (PreCG) · L,area-4a-precg,L,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-4a:r,julich,cyto,Area 4a (PreCG) · R,area-4a-precg,R,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-4p:l,julich,cyto,Area 4p (PreCG) · L,area-4p-precg,L,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-4p:r,julich,cyto,Area 4p (PreCG) · R,area-4p-precg,R,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6d1:l,julich,cyto,Area 6d1 (PreCG) · L,area-6d1-precg,L,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6d1:r,julich,cyto,Area 6d1 (PreCG) · R,area-6d1-precg,R,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6d2:l,julich,cyto,Area 6d2 (PreCG) · L,area-6d2-precg,L,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6d2:r,julich,cyto,Area 6d2 (PreCG) · R,area-6d2-precg,R,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6d3:l,julich,cyto,Area 6d3 (SFS) · L,area-6d3-sfs,L,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6d3:r,julich,cyto,Area 6d3 (SFS) · R,area-6d3-sfs,R,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6ma:l,julich,cyto,"Area 6ma (preSMA, mesial SFG) · L",area-6ma-presma-mesial-sfg,L,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6ma:r,julich,cyto,"Area 6ma (preSMA, mesial SFG) · R",area-6ma-presma-mesial-sfg,R,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6mp:l,julich,cyto,"Area 6mp (SMA, mesial SFG) · L",area-6mp-sma-mesial-sfg,L,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6mp:r,julich,cyto,"Area 6mp (SMA, mesial SFG) · R",area-6mp-sma-mesial-sfg,R,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6r1:l,julich,cyto,Area 6r1 (PreCG) · L,area-6r1-precg,L,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6r1:r,julich,cyto,Area 6r1 (PreCG) · R,area-6r1-precg,R,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6v1:l,julich,cyto,Area 6v1 (PreCG) · L,area-6v1-precg,L,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6v1:r,julich,cyto,Area 6v1 (PreCG) · R,area-6v1-precg,R,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6v2:l,julich,cyto,Area 6v2 (PreCG) · L,area-6v2-precg,L,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6v2:r,julich,cyto,Area 6v2 (PreCG) · R,area-6v2-precg,R,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6v3:l,julich,cyto,Area 6v3 (PreCG) · L,area-6v3-precg,L,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-6v3:r,julich,cyto,Area 6v3 (PreCG) · R,area-6v3-precg,R,frontal,precentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-8d1:l,julich,cyto,Area 8d1 (SFG) · L,area-8d1-sfg,L,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-8d1:r,julich,cyto,Area 8d1 (SFG) · R,area-8d1-sfg,R,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-8d2:l,julich,cyto,Area 8d2 (SFG) · L,area-8d2-sfg,L,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-8d2:r,julich,cyto,Area 8d2 (SFG) · R,area-8d2-sfg,R,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-8v1:l,julich,cyto,Area 8v1 (MFG) · L,area-8v1-mfg,L,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-8v1:r,julich,cyto,Area 8v1 (MFG) · R,area-8v1-mfg,R,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-8v2:l,julich,cyto,Area 8v2 (MFG) · L,area-8v2-mfg,L,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-8v2:r,julich,cyto,Area 8v2 (MFG) · R,area-8v2-mfg,R,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo1:l,julich,cyto,Area Fo1 (OFC) · L,area-fo1-ofc,L,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo1:r,julich,cyto,Area Fo1 (OFC) · R,area-fo1-ofc,R,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo2:l,julich,cyto,Area Fo2 (OFC) · L,area-fo2-ofc,L,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo2:r,julich,cyto,Area Fo2 (OFC) · R,area-fo2-ofc,R,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo3:l,julich,cyto,Area Fo3 (OFC) · L,area-fo3-ofc,L,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo3:r,julich,cyto,Area Fo3 (OFC) · R,area-fo3-ofc,R,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo4:l,julich,cyto,Area Fo4 (OFC) · L,area-fo4-ofc,L,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo4:r,julich,cyto,Area Fo4 (OFC) · R,area-fo4-ofc,R,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo5:l,julich,cyto,Area Fo5 (OFC) · L,area-fo5-ofc,L,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo5:r,julich,cyto,Area Fo5 (OFC) · R,area-fo5-ofc,R,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo6:l,julich,cyto,Area Fo6 (OFC) · L,area-fo6-ofc,L,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo6:r,julich,cyto,Area Fo6 (OFC) · R,area-fo6-ofc,R,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo7:l,julich,cyto,Area Fo7 (OFC) · L,area-fo7-ofc,L,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fo7:r,julich,cyto,Area Fo7 (OFC) · R,area-fo7-ofc,R,frontal,ofc-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fp1:l,julich,cyto,Area Fp1 (FPole) · L,area-fp1-fpole,L,frontal,frontal-pole-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fp1:r,julich,cyto,Area Fp1 (FPole) · R,area-fp1-fpole,R,frontal,frontal-pole-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fp2:l,julich,cyto,Area Fp2 (FPole) · L,area-fp2-fpole,L,frontal,frontal-pole-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-fp2:r,julich,cyto,Area Fp2 (FPole) · R,area-fp2-fpole,R,frontal,frontal-pole-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifj1:l,julich,cyto,"Area IFJ1 (IFS, PreCS) · L",area-ifj1-ifs-precs,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifj1:r,julich,cyto,"Area IFJ1 (IFS, PreCS) · R",area-ifj1-ifs-precs,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifj2:l,julich,cyto,"Area IFJ2 (IFS, PreCS) · L",area-ifj2-ifs-precs,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifj2:r,julich,cyto,"Area IFJ2 (IFS, PreCS) · R",area-ifj2-ifs-precs,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifs1:l,julich,cyto,Area IFS1 (IFS) · L,area-ifs1-ifs,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifs1:r,julich,cyto,Area IFS1 (IFS) · R,area-ifs1-ifs,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifs2:l,julich,cyto,Area IFS2 (IFS) · L,area-ifs2-ifs,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifs2:r,julich,cyto,Area IFS2 (IFS) · R,area-ifs2-ifs,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifs3:l,julich,cyto,Area IFS3 (IFS) · L,area-ifs3-ifs,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifs3:r,julich,cyto,Area IFS3 (IFS) · R,area-ifs3-ifs,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifs4:l,julich,cyto,Area IFS4 (IFS) · L,area-ifs4-ifs,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ifs4:r,julich,cyto,Area IFS4 (IFS) · R,area-ifs4-ifs,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-mfg1:l,julich,cyto,Area MFG1 (MFG) · L,area-mfg1-mfg,L,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-mfg1:r,julich,cyto,Area MFG1 (MFG) · R,area-mfg1-mfg,R,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-mfg2:l,julich,cyto,Area MFG2 (MFG) · L,area-mfg2-mfg,L,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-mfg2:r,julich,cyto,Area MFG2 (MFG) · R,area-mfg2-mfg,R,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-mfg4:l,julich,cyto,Area MFG4 (MFG) · L,area-mfg4-mfg,L,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-mfg4:r,julich,cyto,Area MFG4 (MFG) · R,area-mfg4-mfg,R,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-mfg5:l,julich,cyto,"Area MFG5 (MFG, IFG) · L",area-mfg5-mfg-ifg,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-mfg5:r,julich,cyto,"Area MFG5 (MFG, IFG) · R",area-mfg5-mfg-ifg,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op1:l,julich,cyto,Area Op1 (POperc) · L,area-op1-poperc,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op1:r,julich,cyto,Area Op1 (POperc) · R,area-op1-poperc,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op10:l,julich,cyto,Area Op10 (Frontal Operculum) · L,area-op10-frontal-operculum,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op10:r,julich,cyto,Area Op10 (Frontal Operculum) · R,area-op10-frontal-operculum,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op2:l,julich,cyto,Area Op2 (POperc) · L,area-op2-poperc,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op2:r,julich,cyto,Area Op2 (POperc) · R,area-op2-poperc,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op3:l,julich,cyto,Area Op3 (POperc) · L,area-op3-poperc,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op3:r,julich,cyto,Area Op3 (POperc) · R,area-op3-poperc,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op4:l,julich,cyto,Area Op4 (POperc) · L,area-op4-poperc,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op4:r,julich,cyto,Area Op4 (POperc) · R,area-op4-poperc,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op5:l,julich,cyto,Area Op5 (Frontal Operculum) · L,area-op5-frontal-operculum,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op5:r,julich,cyto,Area Op5 (Frontal Operculum) · R,area-op5-frontal-operculum,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op6:l,julich,cyto,Area Op6 (Frontal Operculum) · L,area-op6-frontal-operculum,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op6:r,julich,cyto,Area Op6 (Frontal Operculum) · R,area-op6-frontal-operculum,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op7:l,julich,cyto,Area Op7 (Frontal Operculum) · L,area-op7-frontal-operculum,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op7:r,julich,cyto,Area Op7 (Frontal Operculum) · R,area-op7-frontal-operculum,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
